course_name,course_description
0,['意大利歌剧概论'],['还没有听过歌剧，想去听一次吗？这门课程不仅适合歌剧的初学者，同时也是为高等的歌剧爱好者准备的。\r\n\r\n这门课程将会对意大利歌剧进行介绍，为你提供学习的工具和体验，帮助你成为更好的歌剧学习者。第一幕将会讲解一些技巧，这些技巧帮助你学会如何鉴赏中的特定时刻和动作。第二幕将会教你如何运用这些技巧。在课程的最后，我们将会帮助你升华所学到的知识，鼓励你成为一个终身的歌剧欣赏者和爱好者。\r\n\r\n没有相关的音乐或者歌剧知识也是可以的。快来加入我们，和我们一起开始这次旅行，去探索意大利歌剧给人类带来的美妙体验吧。']
1,['环境学概论'],['在2015年年初，环境科学的导论就已经给出。\n\n环境科学研究的是自然界的运行模式和发展规律，以及人类活动对其的影响。为了更好地解释当今的环境问题，我们应该考虑人类活动中涉及物理、生物、化学变化的方面，这些活动是环境问题的根源。通过研究科学原理，并将之运用到自然中，本课程将使你掌握一些必要的技能，以应对我们正面临的环境问题。本课程将会初步研究一些环境科学问题，并最终探讨人类活动的可持续性。\n.\n人类对于地球环境的影响取决于人口数量以及人类所利用的资源的数量和类型。在科学原理和真实的案例的帮助下，我们将考察：\n\n环境科学领域以及如何像一个环境科学家一样思考\n人口问题以及人口变化影响环境的方式\n农业，土地和食用肉类，蔬菜或其他类型的食品对环境的影响，比如当地食品、有机食品、可再生食品以及工业生产的食品。\n不可再生的化石燃料（主要为煤、石油和天然气）及其使用产生的益处和后果\n可再生能源如风能、太阳能，并说明即便是可再生“绿色”能源也既有不良影响又有益处。\n环境科学不可分割的部分——生物多样性和全球变化\n\n学习方法\n本课程的学习将采用视频讲座，专家访谈的方式，并结合课后阅读、课下讨论、选择题练习和延伸讨论，以及每周一次评分的测试。本课程还将组织自愿参加的视频群聊，可为同学们答疑解惑。\n\n最终的分数将由自我评估、讨论参与度和考试分数三部分共同决定。']
2,['身边的结构工程'],['在这门入门课程中，你将会学到一些能够应用在各个结构系统中的工程学原理：大自然，家具结构，机械系统，航空航天工程以及任何能够承重的立体的物体。\r\n我们将一起探索这些结构是怎样起作用的，为什么它们被这么设计，它们是怎么承重的，以及这些重量是如何在这些结构中流动的。\r\n课程将会通过一系列实践活动和提问式学习展开，辅以一些触手可得的材料和在线激励机制。，我们指导你的每一项活动，但我们更希望你能具有创造和试验精神，这样你才能找到承重最佳的设计和形状。\r\n具体来说，我们会\r\n用工程学设计理念去制作新颖的结构系统，比如纸板椅，绳索桥和一些没有尺寸限制的雕塑作品。\r\n学习索状结构以及绳子和缆绳是怎样承受拉力的。\r\n探讨柱状，拱状和反索状结构是怎样承受压力的。\r\n概述力在结构中的传导。\r\n通过比较和对比不同结构形式和系统来解决一系列问题，比如：在这个结构中，为什么工程学家选择使用大梁而不是桁架？结构尺寸是如何影响其表现的？工程学家们又是怎样找到既美观又实用的结构形式和系统的呢？\r\n通过实物实验你将会对结构性能有更深刻的了解，并能够辩证的思考这些结构是如何设计制造出来的。\r\n来和我们一起来探索我们身边的结构吧。\r\n主要课程概念归功于Alastair Smith。']
3,['数字品牌与参与'],['想要知道怎样增强人们与你的品牌的互动，却不知如何入手？\r\n数字信道在近十年迅速发展，人们交流的方式渠道亦是如此。企业不能只依赖于传统的商业模式来建立品牌认知度。\r\n在今天信息互通有无、反应迅速的年代，品牌认知度与品牌互动就是同义词。我们身处数字品牌互动的时代，在这一时代，品牌需要激励他们的消费者，并与他们进行双向交流。\r\n本课程会教授你如何转变以及怎样改变品牌与消费者的交流方式。你会了解到处理相关挑战、丰富而吸引人的内容以及数字配送对品牌互动而言是必须的。']
4,['心理健康药物治疗：正确地使用抗精神病药'],['你或者你的家人又或是你的好朋友都很有可能会面临一种选择：是否要使用药物去治疗神经障碍疾病。你在决定选择药物或精神疗法时有没有相关的技能和知识呢？\r\n这门课将助你成为医生、精神病学家或心理学家的好帮手，帮助他们决定使用药物是否可取。本课程将介绍药物治疗的基本原则，帮助学生建立有关使用精神病药物优势与局限的现实目的。帮助学生理解药物如何作用于大脑并改善行为症状。学生将学习临床药物成为治疗手段的发展过程以及如何最终被认可。此外，课程还将对精神病药物在多因素治疗过程中的合理使用做出评价。\r\n综上所述，学生可在学习实用知识的同时建立信心，从而能够灵活使用精神病药物，在为患者解除病痛的同时把副作用的风险降至最低。']
5,['可持续生活'],['每日头条发出有关新化学危险、物种濒临灭绝、全球变暖的警告——将我们的星球置于“危险”的框架中。\r\n\r\n有些人已不再听这些言论，其他人心慌了，然而又有一些人出于想要在这个世界上有所不同的愿望而想要学习更多的事物。在这个课程中，您能够学到如何针对生态足迹做出知情选择并更深刻理解您所做出的选择对世界带来的影响。\r\n\r\n这个课程分为五个主题：化学制品、全球化、气候变化、食物以及能源。这五个主题代表着各类挑战，这些挑战是人们面临的与可持续相关的日常管理选择。\r\n\r\n在这个课程中的最终任务中，您将展示您获得的能够组织您日常生活的可持续性的技巧和知识。']
6,['包容性领导力的培养：利用有效沟通进行领导'],['    要怎样才能激励他人、推广一个新奇的想法、或者甚至进行一个困难的对话呢？你怎么知道你想要发送的消息就是被接受到消息呢？你是怎么通过包容沟通将自己定位为领袖的？加入催化剂专家们来探讨这个话题以及沟通在包容性领导中的扮演的重要作用。\r\n\r\n    我们时常难以有效地与人交流——特别是与不同于我们的人们。此课程将向你展示最有效的沟通是如何利用赋权的、有责任的、有勇气的、谦逊的包容性领导心态的，并指导你如何自己使用这种心态。通过研究和真实的例子，你将学习提高你沟通技巧和方法的策略。主题包括理解对话过程、揭开日常沟通的秘密、测试假设、倾听、真实地表达自己以及跨越差异的沟通。用短测验、激发兴趣的案例研究和吸引人的视频，你每周都会拓展知识并将你的经验与其他学习者分享。\r\n\r\n    在整个课程中，你将创建一个行动计划来帮助将在这门课学到策略应用到你的工作和你生活的其他部分中。\r\n']
7,['包容性领导力培训：成为一名成功的领导者'],['是什么把一个成功的领导者从普通人中区分开来？本课中，你会了解到成功的21世纪领导者是什么样的以及你该如何采纳他们具有包容性的领导风格。这里使用了研究和最佳实践，以及来自于伟大的领导者和日常百姓们的故事，你将会从中实践激励自主、责任、勇气和谦逊——和具有包容性的成功的队伍联系起来的核心领导技能。通过这门课，你会见到一些像你一样想要成为最佳领导者的人，他们很可能把包容性的领导能力兼并到日常生活中去。有了短暂的小测验和激发兴趣的实例学习，你每星期都将会改善你的技能。最重要的是，你会在激动人心的现实生活练习中应用新的领导技能。在课程结束时，你将会创造一个个人的领导计划，它会帮助你在探寻中继续发展你的技能、知识和认知来让你成为一个成功的、有包容性的领导者。']
8,['包容性领导力的培养：最大限度地让工作和生活助你迈向成功'],['我们都曾有过设法协调工作和生活的经历。本课程专为希望以灵活的方法管理其职业生涯的领导团队和个人而设计。全世界的男人和女人们都在努力寻找着看似不可能达到的工作与生活的平衡点，以获得全面的成功。参加这一课程的学习可与Catalyst专家们一起来探讨这一话题以及包容性领导力在创造灵活并富有成效的工作环境方面的重要性。学员们将通过研究以及各种情境下实际案例，学习实现职场灵活性的策略，并且将会了解到作为个人、团队成员以及经理人所具有的积极变革的力量。学员将了解到灵活工作环境的价值以及灵活的职场人与领导人之间的差距。课程每周都会安排一些小测验、引人入胜的案例研究以及有趣的视频资料，使学员们循序渐进地取得进步，并可与其他学员分享关于沟通、技术、打破神话、挑战和解决方案等话题的体验。结课时，学员们将制定一个灵活行动计划，将课程中所讲授的策略应用于工作和生活的其他方面。\r\n\r\n奖励：注册报名“经验证的成就证书”，为此次关于职场内容的学习提供证明。课程结束时，学员将收到一个由三部分组成的“管理灵活性”交互式工具包，引导个人、经理人和组织机构理解并做出灵活的工作安排。\r\n\r\n\r\n']
9,['微积分经济学原理'],['本课程基于定量模型介绍基本的经济规律并讲授如何将经济规律运用于解决现实世界的众多问题。课程实例包括预测技术变革对市场价格产生的影响；计算最佳汽油税；评估新产品价格等等。本课程是加州理工学院的线下课程，有两方面需要注意。一是成本方面：本课程具有一定难度，涉及大量微积分运营，需要学生投入巨大努力；另一方面是收获：若能成功完成本课程学习，学生将对基础经济学产生深入了解，能够让学生从新的角度观察这个世界。']
0,['期权定价的数学模型'],['本课为关于期权与其他金融衍生产品以及其运用于风险管理的基础课程。课程将从离散时间和二项树模型开始讲解，但大部分内容将限于针对连续时间和布朗运动驱动模型的框架内。课程还将讲解随机指数与伊藤微积分。我们将以Black-Scholes-Merton模型为基准模型，但依然会涉及到更多的模型种类，比如随机波动模型。我们还将同时讨论偏微积分方程的方法，概率法和鞅方法。此外还有利率模型与固定收益衍生品模型。\r\n本人于加利福尼亚理工大学讲授此课，作为本科生高级课程。本课程具有一定的难度，需要学生努力学习。但另一方面，若成功完成本课程，你将对标准期权定价模型具备完整的理解并能够按照自己的意愿深入学习。学生在学习本课前，需要熟练掌握微积分、统计学和概率知识，并对数学模型应用感兴趣。']
1,['音乐理论概论'],['你是否热爱音乐并且想更多的了解它是如何诞生的？你是一个紧紧靠耳朵听而没有受过正规训练的音乐家吗？你想去学音乐但并不知道从哪里入手？那么这门音乐原理课程就是你要选的课程。这门课程的六节课会教授你理解基础音乐原理的知识和技巧。伯克利音乐学院的 George W. Russell教授讲解这门课，伯克利音乐学院的学生们也会分享他们的音乐之旅并给那些想学习音乐的人们一些建议。总之，这门课就是传达创作音乐和与人分享音乐的乐趣。']
2,['创造力与创业精神'],['创意与创业将帮助你探索你的内在创造力，学习如何利用它为事业发展或商业创新助力。\r\n伯克利创意创业公司的创始人Panos Panay提出，本课程的特点是与世界著名的企业家，创新者，词曲作者，制作人，创意总监，教师，演员，视觉艺术家和厨师与他们面对面讨论创意和创业历程的相似之处。\r\n本课程将创业比作一个创造性的过程，这是我们所有人都拥有且能释放的基本的人性本能。创意创业适用于概念的创意和音乐创作过程，包括观察，塑型，推敲和接受失败，作为指导你通过像创业思维一样的概念的一种手段。你会形成基本理念，知识和追求创业所需的见解，无论是作为你自己的职业生涯或作为一个在任何领域开展新业务的创始人。\r\n创意与创业是关于创业的一面，你不会在一个商业学校学习，而是在音乐工作室里学习。']
3,['音乐商业介绍'],['关于当今的音乐行业，有三点是清楚的：音乐的消费以历史上最快的速度增长，生产音乐的成本在减少，通过互联网来创造和寻找曝光自己以及工作和发展事业的艺术家在急剧增加。随着需求的增长和互联网盗版的减弱，广告支持和订阅模式将产生前所未有的收入，甚至会超过过去的最佳收益。而且，许多精明的“音乐产业观察家”预测，十年后的商业活动和贸易收入将急剧上升。无论你是一个音乐的创造者、消费者都将促进这个过程。你想了解历史、基础和音乐理论基础。']
4,['录音技术'],['由于技术发展，人们已经能够使用笔记本电脑或平板电脑录制音乐，我们正处在音乐创作爆炸期。无论你是一个歌手，音乐制作人，音响师，或纯粹只是想利用发声制作好音乐的爱好者，那么为制作更好的音乐，你有必要了解声乐技术。学生通过学习声乐录音技术，洞察声音本身，了解录音环境，麦克风，均衡，压缩机，ADA转换，听音环境，人类感知，自然拉大与人为拉大的概念，混响，延迟等。并且通过直接与格莱美获奖唱片制作人，录音工程师，唱片艺术家和教育家查尔斯王子亚历山大对话，学习声乐制作背后的技术，以最引人注目的，最为有效的声乐曲目来提升你的音乐作品。']
5,['幸福的学问'],['我们都希望得到快乐，而关于快乐是什么以及如何获得的理论更是汗牛充栋。然而，这些理论大多没有科学依据，因此这门课就有了用武之地。“积极心理学”（The Science of Happiness）是首门讲授积极心理学领域重大科学突破的MOOC课程，探索了什么是幸福充实人生的基石。在这里，大家将参与一些发人深思又十分实用的课程，寻觅如何将前沿研究应用到我们自己的生活中。这门课由加州大学伯克利分校的至善科学中心（Greater Good Science Center）制作，课程着重介绍积极心理学的一个基本发现——幸福感与以下两个因素密不可分：拥有强社会联系，以及从事一些高于自身利益的事情，即至善。大家将了解到，这一观点得到了包括心理学、神经学以及进化生物学等跨学科研究的支持。此外，这门课还会教大家一些实用策略来增强自身的幸福感。研究表明，幸福感有40%取决于我们的习惯和日常活动。因此，同学们每周会学到一个培养社会幸福感和情绪健康的新方法，这些方法已得到了研究验证。最后，这门课还将帮助大家记录自己的成长过程。\r\n本课程由达契尔•克特纳（Dacher Keltner）和艾米丽安娜·西蒙-托马斯（Emiliana Simon-Thomas）共同讲授，他们不仅是积极心理学领域首屈一指的专家，同时也非常擅长用有趣以及个性的方式阐释科学。还会有其他蜚声海内外的专家参与课程，和大家一起讨论诸如同情、专念以及感激等主题，这些专家包括里克·汉森（Rick Hanson）、芭芭拉·弗里德里克森（Barbara Fredrickson）、保罗·艾克曼（Paul Ekman）、索尼娅·柳博米尔斯基（Sonja Lyubomirsky）以及乔·卡巴金（Jon Kabat-Zinn）。此外，注册学习本课程的健康专业学员还可以获得继续教育学分。']
6,['电子接口：联接物理和数字领域'],"['EE40LX教授的是物理世界和数码设备之间的工程电子界面的基础。学生们可以期待用一个项目化的方法去了解传统第一次电路课程的材料。我们以基本理论开始，正如我们分析、设计、环绕着微控制器的刮痕建造机器人的不同部分一样，来开发对于电子的构建的了解。这门课程使用了德州仪器MSP430G2 LaunchPad，但也欢迎你带任何一个你喜欢的开发板或微控制器来！\r\n\r\n有用的数学会在适当的地方被讨论，但只有可行的高中代数知识是需要遵从课程的大部分内容的。课程的哲学就在于边做边学，所以每一次授课都特写了大量实质的实验室组件。学生会被邀请在小组中和指导员一起工作建造他们自己的机器人。这里也会有个人的电路分析和设计练习来加强巩固课程里提出的理论。那些成功完成每一个理论评估和获得及格分数的人将会获得伯克利的荣誉代码证书。\r\n\r\n此外，一只电子组件的工具箱从6月12日起的纽瓦克14元素中会被利用到。这只工具箱对于获得这门课的本次运营的证书不是必要的，但是它将极大地增加你的学习经验。如课程中说的，完成机器人需要一些机械组件。而且，如果你有权使用数码万用表，这次实验室经历将会是最有效的。\r\n\r\n创造力是受到鼓励的！想要在教室界限外学习来开发自己的发明的学生将会因这次有向导的学习经历而收获最多的东西。\r\n\r\nMyDAQ信息\r\n那些无权使用示波器或数码万用表的人可能考虑买一个MyDAQ来授予测量的权利。视频组件使用了MyDAQ和MyProtoBoard作为测量设备来调试电路。美国国家仪器公司为了本课程中的学生已经使MyDAQ变得有效。看一下MyDAQ的订购页。其他可供替代的选择也被列在了Wiki.Parts的工具箱信息中。\r\n被机器人建设包含的部分可以在纽瓦克的登录页购买，它将于6月12日的时候在世界各个地区发布。一份详细的材料账单列在课程页面上。\r\n\r\n课堂格式是什么？\r\n课堂由八个模块组成。每一个模块由理论基础讲座和实验基础讨论组成，我们会应用那个模块的理论来建造机器人的一个部分。小测验练习会分散在视频中来巩固你的知识，每一个模块都以一个问题结束，这个问题设用来巩固课堂的设计和分析层面。\r\n\r\n这门课是在美国加州大学伯克利分校开设的吗？\r\n这门课是“EE40：微电子系统的入门”的实验室组件的一部分，是美国加州大学伯克利分校的首次电路分析课程。它是专门为在线课堂格式设计的。\r\n\r\n机器人将会做什么？\r\n我们建造的简单机器人将有能力四处弹跳、感光反应或触动输入以及对声频信号作出反应。\r\n\r\n我需要什么供应品和设备来从这门课程中学到最多？\r\n为了下载MSP430微控制器的项目，你将需要有权使用一个装有能源环境的（http://energia.nu/download）现代操作系统（Apple, Windows, 或Linux）。此外，一些钢丝钳和老虎钳也是很有用的。还有，如果你有权使用数码万用表，这次实验室经历将会是最有效的。示波器也挺有用，但不是必须的。\r\nNI MyDAQ对于想要遵从课程的学生来说是可利用的了。被提到的机器人项目也需要一些木制手工杖和两个弹簧，这些东西能从当地五金店中买到。\r\n\r\n一只工具箱需花费多少钱？\r\n零件工具箱大部分部件将花费$50左右。欢迎你和另一个一起在实验室工作的学生共同买一只工具箱来分担费用。我们也将会展示工具箱中没有的部件给那些有兴趣扩大他们计划的学生看。\r\n\r\n我是否将需要了解如何编程序？\r\n样品程序会在每个模块中提供，它会让你用MSP430测试你自己的电路。这些程序会在可任选的视频中为感兴趣的学生解释。\r\n\r\n这门课会涉及到微控制器程序编制吗？\r\n不会。用Energia（一种高水平的语言）写的样品程序会被提供，但是程序编制是明确不会涉及到的。对于学习微控制器程序编制感兴趣的学生应该参考德州大学奥斯汀分校的嵌入式系统课程。\r\n\r\n倘若我早已拥有一台微控制器了呢？\r\n由于模拟电子学是本课的重点，你应该随便使用任何一台你觉得使用起来舒服的微控制器。然而，任何一台别的微控制器的使用都需要你写自己的程序。\r\n\r\n有要求的课本吗？\r\n这门课不需要课本。讲义是为了课堂中提出的概念被提供的；这些讲义的其中一些材料是从Fawwaz Ulaby和Michel Maharbiz的第二版《电路》一书中提取出来的，我们推荐这本书作为更深地钻研基本电路概念的方法。我们也会间或提供一些我们找到的有利用价值的网页内容链接。']"
7,['狄更斯的《圣诞颂歌》：BerkeleyX读书俱乐部'],"['本课程将深入探讨查尔斯狄更斯1843年的中篇小说,“圣诞颂歌”，它在英国语言文学中占有重要地位。它给了我们持久的字符,比如“吝啬鬼”和“小蒂姆”,和常见的谚语,如“呸!骗子!”。无论你是否庆祝圣诞节,你会发现这本书提供了重要的主题，包括慷慨、贫穷和社会的不公正。\r\n\xa0\r\n参与本课程将阅读、讨论和写作关于内容及其影响。就像在大多数图书俱乐部,重点是热烈的讨论。课程材料将包括背景信息以便理解文章,以及词汇和语言支持。评估将包括测验和小短文写作。\r\n\xa0']"
8,['如何写一篇论文'],[' “注：这是一个已结束的课程”这是一个已结束的课程。这时，你只能以自学的方式来学习本课程。本课程的某些功能可能并不活跃，但很多人喜欢看视频和相关材料，检查确保本课程的重播。本课程专为英语学习者打造，是针对为英语语言学习者的写作入门课程，主要关注短文写作、语法使用和自我检查。课程分为三个部分，共15周，每个部分5周，这是第Ⅰ部分。本部分将介绍基本语法及其理解；如何撰写句子和段落；如何撰写引言和结论；撰写较长文本的策略，以及篇章主题。课程包含阅读材料和视频。课程中将使用电子格式的课程练习簿进行额外的写作练习。学生将就自己的写作参与在线讨论和同学互审。在课程本环节学生需要完成一篇完整的论文。大学英语写作2X是加州大学伯克利分校与美国国务院合作的。美国大使馆将主持面对面讨论，促进课程内容达到最大化的学习体验。在美国，可持续发展教育网络还将为学生在高等教育某些方面提供方便的讨论。这一伙伴关系式英语教育联盟的一部分，美国国务院为解决全球对21世纪英语语言技能的需求做全面的努力。\r\n']
9,['奥斯汀的《傲慢与偏见》：BerkeleyX读书俱乐部'],"['本课程将探讨简·奥斯汀1813年写的社会风俗小说《傲慢与偏见》。虽然Bennet姐妹的故事发生在19世纪,它仍然让现代读者着迷。作为最受欢迎的英语读物之一，《傲慢与偏见》一直保持在“最喜爱的书”的行列顶端。现代人对这本书的兴趣导致了大量改编的电影和舞台剧——自1940年以来,这本书已经有四个电视和电影版本,以及大量的分拆书,包括《布里奇特·琼斯的日记》和《傲慢与偏见与僵尸》。\r\n\r\n参与本课程将阅读、讨论和写作有关于这个文章及其影响。像大多数图书俱乐部一样，重点是热烈的讨论。课程材料将包括背景信息以便理解文章,以及词汇和语言支持。评估将包括测验和小短文写作。']"
0,['柯南道尔的《血字的研究》：BerkeleyX读书俱乐部'],['本课程将探索“血字的研究”，这是一部柯南道尔先生于1887年写下的侦探小说。这个小说介绍了夏洛克福尔摩斯和他的朋友约翰华生的形象。这本书的标题来自于一个福尔摩斯给华生医生介绍他的工作时说的一段话中，他说：“具有谋杀威胁的血字正在穿梭于暗淡的痛苦的生活之中，我们的职责就是找到他，隔离他，且解剖它的每一寸。”\r\n这个故事刚刚面世时并未引起公众的兴趣。事实上，只有在比顿的1887圣诞节年刊的十一份完整的复印件中出现过。有许多夏洛克福尔摩斯的改变出现，然而他只是继续因神秘的侦探的身份让人着迷。\r\n参与到这个课程中将会阅读，讨论并写一些关于这本书和它影响的东西。由于在很多读书俱乐部中，大家只会集中于现场讨论。课程材料将会包含背景信息帮助你更好的理解文章，同样也有词汇和语言支持。课程评估包含一些小测验和简短的写作作业。']
1,['辛克莱的《屠场》：BerkeleyX读书俱乐部'],['本课程将对厄普顿·辛克莱1906年的作品《屠场》进行探讨，这部作品描绘的是20世纪初美国工业化时期的移民们所遭受的剥削。不过，这部作品被大家所牢记却是因为其中对于美国肉类加工厂的食品安全问题和恶劣的卫生状况的描述。\r\n\r\n辛克莱是《诉诸真理》报的一名记者，他花了几周时间一边在芝加哥牲畜饲养场的肉类加工车间工作，一边为报纸收集资料。《屠场》于1905年以连载方式在该份报纸上发表。这部作品的电影版本于1914年制作完成，后来却丢失了。\r\n\r\n这部作品重点描写了工人阶层的穷困、社会保障的缺乏、艰难的生活和工作条件以及劳苦大众黯淡的前景，所有这些与权力阶层的腐败形成了鲜明的对比。\r\n\r\n本课程学员将阅读作品的内容，讨论作品的影响，并进行写作练习。和多数读书俱乐部一样，热烈的讨论是课程的重点。课程材料将包括作品内容的背景信息以及词汇和语言方面的支持性资料。通过测验和短文写作作业来评判成绩。']
2,['斯托克《德古拉》：BerkeleyX读书俱乐部'],['本课程将研究Bram Stocker在1897年发表的经典吸血鬼小说《德古拉》，该小说因塑造了吸血鬼德古拉公爵的形象而名声大噪。该小说讲述了德古拉从特兰西瓦尼亚来到英格兰寻找新鲜血液并散播未亡人诅咒的故事，同时还介绍了如今众所周知的猎魔人亚伯拉罕·范·海辛。小说《德古拉》也被打上了各种标签：吸血鬼、惊悚、哥特式。小说中同时融入了许多概念，包括维多利亚时代的女性、殖民主义、两性关系以及后殖民主义。虽然Bram Stoker并非写作有关吸血鬼故事的第一人，但却是他奠定了现代吸血鬼的形象。他的小说也被改编成了各种形式的电影和话剧。\r\n在本课中，学生将针对小说文本和其影响进行阅读、讨论与写作。正如多数读书会一样，课程将着重于热烈的讨论。课程材料包括背景资料、词汇和语法上的解释。课程测试则包括测验题以及写作任务。']
3,['勃朗特的《简爱》：BerkeleyX读书俱乐部'],['《简·爱》是英国作家夏洛蒂·勃朗特的一部小说，它于1847年以笔名柯勒·贝尔出版。《简·爱》通常被当作是教育小说或是关于成长的故事，它记录了主人公简·爱从青少年到成人的经历和情感历程，这个故事既有一些强调道德核心又有社会批判。许多评论家认为这本书是那个时代的代表，主要是因为简·爱的个人主义以及包含阶级歧视、性别歧视、宗教信仰和女权主义的故事主题。\r\n参与本课程将阅读、讨论和书写小说的内容及其影响。就像很多读书俱乐部一样，重点是激烈的讨论。课程材料包括帮助理解内容的背景信息以及词汇和语言支持。评价将包括测试和写作作业。']
4,['给选民的生物课，第二部分'],['相比之下，为什么总有一些企业能更加成功呢？当你在发展业务的时候如何才能做出明智的战略决策？\r\n\xa0\r\n本课程将会为你提供解决这些重要问题的分析工具和分析方法。通过学习实际案例，你会慢慢了解公司的资产状况和他们所面临的竞争环境。这种原始的分析方法，无论是对于学生，企业管理人员还是任何想要学习如何做出明智的决定来使企业达到明确长久的发展目标的人群都适用。\r\n\r\n这门课程采用了多方位的方法。作为一个企业战略家，在保持决策的灵活性和可调控性的同时，你必须做好决策，预测和计划工作。你必须认真学习此门课程并且明确你的方向，正如哲学家西尼加所说，.如果一个人不知道自己要驶向何方，那么任何风都不是顺风。']
5,['西班牙语备战AP*西班牙语言与文化考试'],['你的学校并没有开设西班牙语的课程，但是你想参加AP西班牙语考试怎么办呢？你是否正在寻找西班牙语的练习机会呢？那么这门由波士顿大学西班牙语教师讲解的交互式在线课程就是为你准备的。\r\n\r\n这门课程全部使用西班牙语授课，并且包含与AP考试相关的所有作业。比如：\r\n\r\n翻译正确的书面用语以及音频测试\r\n\r\n用西班牙语进行日常会话，同时也能够做一些正式的陈述。\r\n\r\n理解并且互相讨论AP西班牙语考试中涉及到的所有话题，包括现代生活、家庭和社区，\r\n个人身份以及公众身份，科学技术，美和审美，以及全球挑战。\r\n\r\n思考这些主题之间的关系以及与你自身生活的联系。\r\n\r\n快加入这门课程来为你的AP西班牙语考试做准备吧，在这个过程中提高你的语言能力。']
6,['棒球统计101：棒球分析导论'],[' \r\n这门课程包括了棒球数据统计分析这一新兴科学的所有基本原理。\r\n \r\n我们将会对棒球这一运动进行讨论，不是根据舆论或者一个粉丝世俗的观点，        而是通过搜寻棒球比赛的客观知识。\r\n          \r\n结合目前和历史的棒球数据，对这些客观知识和棒球数据统计分析的其他方面进行分析，能够更好地帮助理解。\r\n\r\n这门课程同样对数据科学这一新兴学术领域的基础应用做了介绍，要求能够有计算，统计学和分析交流得出结果（不确定）的能力。棒球数据的使用，统计回归的基础，R语言和数据库知识都会涉及到。\r\n\r\n2014年这门课程在edX课程平台上成为一门很成功的慕课教学视频。\r\n自从2004年开始塔夫茨大学的试点学院也同样成功地教授这门课程。\r\n之前学过这门课程的很多学生都变成了写棒球运动的职业作家，或者在各种美国职棒大联盟和分析部门工作。\r\n']
7,['非线性微分方程秩序与混沌'],['诸行行星移动、疾病传播、悬索桥的振动等现象，都是由微分程控制的。本课程是常微分方程的数据理论导论。可以使用微分方程进行了定性、定量分析，必要的话也会使用象征性技术。该课程其实是一门每年在波士顿大学都有超过500名学生学习的课程的三部分中的第一部分。该课程中，我们将讨论可以解释为带有一两个变量的微分方程的生物和物理模型。我们还将讨论适用于所有微分方程的几何/定性和定量分析技术。还会研究一些标准的符号解决技术，如离变量法和积分因子法。我们也将研究解的存在性和唯一性理论，一阶自治系统的相线和分支，以及二维自治系统的相平面。我们开发的技术将用于分析课程中的模型。']
8,['线性微分方程'],['行星的运动、疾病的传播、吊桥的振荡，这些多种多样的现象都可以用微分方程来解释。本课程采用现代的动力系统方法，介绍了一般微分方程理论。值得一提的是，课程中的方程分析多采用定性、定量甚至符号方法。\r\n\r\nMATH226大致等同于edX上的课程MA226；在波士顿大学，一般微分方程课程通常开设一学期，每年有超过500名学生学习。本课程分为三部分，MATH226.2x是第二部分。']
9,['道德领导力：性格、礼仪与社区'],['领导伦理是塑造一个人的性格和分享意义传统的关键体现。因此道德领导人已经被塑造成具有智慧，习惯和特定的传统做法的特点，通常不止一个，但他们往往与特定的文化精神和故事有关。最后领导伦理关于最后的关注提出问题。\r\n学生将会通过很多方法结合课程包括领导伦理工具包（ELT）的开发。ELT是参与研究公共空间复杂伦理问题的领导的工具手段，包括：领导伦理模型；道德制定决策模型；如何做道德模范；记忆，复述和重温故事；还有观察，倾听和学习。参加者将被邀请通过Fluker教授的视频练习来扩展自己的领导伦理工具包，调查问题，论坛，日记和评估。']
0,['力和运动：物理教学学科内容知识'],['学习主要的物理基础知识，包括高中物理教学中的牛顿定律、运动、动量与动能方面的知识。通过对教学内容、知识和方法的学习，提高教学效果和吸引力，并学习采用研究型方法，帮助学生更好地学习物理知识。\r\n\r\n本门物理学课程旨在帮助基础物理学教师，逐步发现并利用更加有效的教学工具，教授高中阶段的物理学概念。\r\n\r\n课程内容如下：\r\n\r\n运动学\r\n抛体运动\r\n力学与牛顿定律\r\n冲量与功\r\n能量守恒\r\n有关物理学和相关教育研究概念史的阅读与讨论\r\n在最后阶段，制定一个可应用于教学的研究型课程计划\r\n']
1,['大中东地区战争'],['三十年前，美国自信于军事力量的优势，开始着手“修正”大中东计划。自那时起，美国军队，秘密特工和军事代理花费昂贵的代价活动在这个以穆斯林为主社会中的每个角落，从地中海东岸、波斯湾到东非、中亚。然而结果如何？美国的这一计划遭受重创，牺牲掉大量生命与财富。与此同时，伊斯兰世界却变得更不稳定，而反美激进主义盛行。宣告了美国为大中东地区的战争不可逆转的失败。\r\n\r\n该门课程重述战争历史，有助于更好地理解美国为什么发动战争，又为什么为着一个注定要失败的战争而坚持。邀你来学习战争展开过程，从一个阶段到另一个阶段，从卡特时代到奥巴马时代。汇总了从审判和执行一路走来所犯的错误。最后，鼓励你提出其他好的解决方案、政策以更好的服务于美国利益以及遭受侵略、占领、轰炸或者其他遭受美国惩罚的国家民众。']
