job_title,job_responsibility
29912-微视工具产品运营（玩法推广方向）,"1、独立负责微视相机功能模块，针对用户使用场景深度挖掘需求；
2、对产品核心——拍摄功能或剪辑功能及其效果（不限于AR/AI玩法、贴纸、滤镜、高级美颜、道具、模板等）进行站内外包装推广规划，策划KOL视频创意脚本和功能使用教程，引导用户模仿使用&表演；
3、联动各方资源，通过内容策划、话题活动、热门视频等手段有效触达视频平台中的发布型用户；
4、通过数据挖掘和用户调研洞察，捕捉用户痛点，挖掘潜在需求，利用运营手段和策略，提升微视发布用户的渗透与留存，提升核心用户指标；
5、通过及时捕捉市场和行业热点，快速响应市场热度变化并针对性给出运营方案。"
29912-微视工具产品运营（剪辑方向）,"1、独立负责微视相机功能模块，针对用户使用场景深度挖掘需求；
2、对产品核心后编辑/视频剪辑功能进行独立运营，可独立完成方案规划，挖掘和创造爆款效果（不限于智能编辑、贴纸、多媒体特效、模板玩法等）；
3、通过数据挖掘和用户调研洞察，捕捉用户痛点，挖掘潜在需求，利用运营手段和策略，解决功能使用阻塞点、提升微视发布用户的渗透与留存，提升核心用户指标；
4、联动各方资源，将效果进行有效包装，促进端内外用户感知和使用。"
29912-微视工具产品运营（音乐策划方向）,"1、独立负责微视相机功能模块的音乐支持，针对用户使用场景深度挖掘需求；
2、对产品核心玩法（挂件、模板、剪辑功能）中的音乐模块，以及微视平台的歌单曲库能够进行独立运营，可独立完成方案规划，强化功能模块中的音乐效果，并挖掘和创造爆款音乐玩法；
3、通过数据挖掘和用户调研洞察，捕捉用户痛点，挖掘潜在需求，利用运营手段和策略，解决功能使用阻塞点、提升微视发布用户的渗透与留存，提升核心用户指标；
4、联动各方资源，将效果进行有效包装，促进端内外用户感知和使用。"
29912-微视工具产品运营（游戏视频策划方向）,"1、对微视发布器的游戏视频智能生成功能进行运营规划和针对性运营，提高功能活跃和用户满意度；
2、针对智能视频核心功能（游戏视频自动生成能力）进行重点运营，持续挖掘和创造用户喜爱的影像效果（游戏特效、创意游戏视频、游戏片段智能生成等），并对效果进行有效包装，促进用户感知和使用；
3、深度捕捉用户痛点，以数据为导向，通过运营手段或策略，提升游戏视频用户在端内的工具粘性、活跃度；
4、剖析游戏型用户的视频编辑场景和需求，通过分析用户行为、数据洞察，用户调研等方式，挖掘目标用户潜在需求，推进产品团队需求落地、达成运营目的。"
35074-市场研究与分析经理（深圳）,"承担智慧产业业务领域的洞察研究与分析工作，包括不限于行业/客户/友商/采购决策者洞察、竞争分析、产业链分析、及行业未来发展趋势分析，提炼相关的洞察成果，形成有指导意义的趋势建议，并提出策略。
"
WXG01-微信基础功能交互设计师,"1. 负责微信客户端基础功能的交互设计，如基础通信、社交体验、平台能力等
2. 参与产品需求分析，归纳用户需求以及设计目标，搭建体验框架
3. 高效输出产品原型方案，验证质量并推动落地
4. 关注测试结果及用户反馈，持续优化用户体验"
WXG01-微信基础功能视觉设计师,"1. 负责微信客户端基础功能的视觉设计工作，如基础通信、社交体验、平台能力等 
2. 制定设计规范，建立设计组件库，完善设计流程，分享设计经验
3. 关注测试结果及用户反馈，持续优化用户体验"
29777-腾讯云行业运营组长（深圳）,"管理行业运营团队，带领团队帮助业务达成业绩目标。
具体工作包括但不限于：
1.用专业的方法洞察行业发展趋势、市场格局、客户痛点，分析竞争对手的打法策略；
2.结合腾讯自身优势，分析腾讯云的机会点，跟行业和销售团队一起制定系统的打法策略，寻找潜在客户和可能的商机，并推动落地；
3.与市场团队配合，通过标杆案例提炼、宣传、参加行业协会、发起或参加行业会议和沙龙等手段提升行业影响力，并挖掘更多商机；
4.与渠道和生态团队配合，分析生态构建策略，通过对合作伙伴的分析和扫描，找出适合的合作伙伴；
5.培养团队学习氛围，持续提升团队人员专业能力。"
31504-Web前端开发工程师,"1. 腾讯云官网工单服务，智能客服，自助工具，智能在线，服务台等服务相关产品Web前端开发。
2. 腾讯云官网工单服务，智能客服，自助工具，智能在线等服务相关产品小程序侧前端开发"
29777-腾讯云化工行业架构师(上海/北京),"负责化工行业信息化转型业务拓展，基于腾讯云产品体系，结合客户需求，进行方案设计和架构实现；
与商务侧配合将商机转化为可落地项目，并作为技术侧Owner确保负责跟进的项目顺利推进和交付；
配合渠道侧进行行业优秀合作伙伴甄选，针对行业伙伴产品及解决方案进行解读，并引导与腾讯产品解决方案进行配合，满足客户不同层次需求；
对工业化工领域行业产品优化、业务拓展能够提出建设性意见并主导落实，重点负责化工行业项目机会拓展和跟进落地。"
28607-113 微信支付大数据平台开发工程师（深圳）,"基于海量的微信支付用户、商户、交易和行为数据，使用业界开源的主流技术栈以及我们自研的大数据技术相结合，构建金融级的大数据平台，提供金融级数据安全保障和质量保障，为数据开发者提供工业化的数据平台服务，建立元数据管理、血缘关系、计算任务和计算资源的动态管控、全方位的数据安全风险控制，为数据分析、智慧推荐、金融风控等业务提供数据平台支撑；
负责微信支付大数据基础、管理平台相关开发工作；
负责大数据治理相关开发工作，提供一站式的数据平台及数据管理工具支持，比如元数据管理、血缘分析、数据安全、数据质量、资源管理、数据自助分析平台等等。"
35074-生态营销策划经理,"1.负责腾讯云与智慧产业市场生态营销工作，根据部门发展策略，参与制定是市场策略及商业计划；
2.根据市场策略及重要产品节点，策划行业影响力营销事件并组织实施；
3.重点负责生态营销内容和策划工作，并指导供应商高质量完成执行工作；
4.根据客户与生态伙伴数据及洞察，提供行业FT客户需求、生态伙伴需求及优化建议；
5.协调各合作团队（公关、媒介推广、数据调研等）同步推进项目进展。
"
24012-休闲游戏策划（深圳）,"负责休闲游戏核心玩法、系统策划、产品包装创意设计等工作；
配合美术和程序团队进行良好的设计沟通，保障游戏的功能实现及效果分析，对游戏产品生命周期各项数据负责；
参与休闲游戏方向探索，研究并持续跟进市场相关竞品情况。"
25663-SVIP华北架构师组长（北京）,"1.直接对接腾讯云泛互行业头部SVIP客户，为客户提供直接、优质、专业的技术服务，维系客户及支持客户的持续高速发展；
2.理解互联网企业在研发、运营工作中对网络、计算、存储等基础设施的需求，分析其快速发展过程中，在基础设施层面所遇到的挑战和未来的方向，并基于腾讯云的能力，赋能于客户，支持客户； 
3.在持续服务中，挖掘/获得客户在腾讯云上的新增长点，并组织方案，和产研及相关支持团队紧密协作，逐个落地； 
4.负责SAAS、PAAS等生态产品在客户场景中的持续进入，支持客户业务发展，增强客户对腾讯云的粘性。"
21482-王者荣耀赛事数据运营经理,"1、负责赛事数据产品搭建，包括赛事数据埋点、数据上报、数据提取和挖掘，经分系统/赛事数据管理系统搭建。
2、负责赛事数据监测及分析，包含核心指标趋势及问题分析，协助业务进行调优。
3、通过业务理解和数据挖掘，提出精细化的运营方案，包括赛事用户拉回、防流失、付费转化等。
4、追踪国内外大型电竞赛事的数据表现，帮助团队了解市场行情和趋势。"
26699-智慧零售行业应用经理,充分理解零售客户的数据业务需求，整合经验沉淀，综合市场调研、客户调研等，持续升级行业性的数据解决方案，丰富方案多样性及行业深度。协调内部资源，对外输出统一数据解决方案咨询服务。充分理解行业数字化升级趋势及行业产品情况，提炼共性需求，持续创新解决方案，兼顾可行性与业务价值，并推动内部产品化落地
22989-大数据产品经理（北京）,"1.参与数据仓库、大数据平台相关的行业分析、竞品调研·        
2.参与大数据平台的产品策划以及相关产品材料（PRD、白皮书、解决方案）的撰写；·        
3.参与腾讯云大数据类产品的市场推广、品牌运营、客户运营等相关工作。 "
WXG02-113 微信后台高级开发工程师（视频号）(广州/深圳）,负责微信视频号后台架构设计及相关功能开发。
35933-司法协作经理（上海）,"1.研究落实国家互联网政策和法律法规相关要求，协调业务做好合规工作；
2.深入研究涉及网络犯罪的内在规律和发展趋势，为保护业务健康发展建立畅通外部沟通渠道；
3.依据法律法规要求，建立并保持与执法机关的互动窗口，严格履行法律赋予的企业义务；

"
34974-互娱文学策划经理（深圳）,"打造原创IP概念，构建世界观，剧情等叙事内容；
为IP创作，把控漫画，视频等不同形式的衍生内容；
与项目组紧密结合，配合落地的叙事设计。"
34974-互娱文学策划经理（上海）,"打造原创IP概念，构建世界观，剧情等叙事内容；
为IP创作，把控漫画，视频等不同形式的衍生内容；
与项目组紧密结合，配合落地的叙事设计。"
TEG14-实时音视频传输专家工程师（深圳）,"负责社交音视频通话、 游戏语音、在线会议等场景中实时音视频数据传输系统的设计和研发工作，包括前端传输组件和后端传输&处理系统；
负责实时音视频数据端到端的传输优化工作，涉及拥塞控制、丢包恢复、抖动缓冲等方面，并包括多路传输、分离传输等技术；
负责实时音视频数据的前沿技术研发，包括效果评估、可行性研究和指导落地。"
27092-游戏运营负责人（深圳）,"1、负责应用宝游戏整体营收工作，为平台收入负责； 
2、负责游戏平台&用户体系搭建，挖掘&解决用户需求，为游戏用户增长负责；
3、负责游戏行业市场分析研究，发掘业务机会，推动业务增长； 
4、负责营收团队的日常管理工作，带领团队完成营收目标。"
TEG09-雾计算高级研发工程师,"负责腾讯雾计算的后台架构设计与边缘存储设计;
负责腾讯雾计算的项目规划与技术攻坚, 确保重大项目技术可行性、推进项目落地;
跟进相关领域的技术更新，推动新技术的落地及演进;"
29313-PCG财务经理(深圳)(推广费),"协助业务部门梳理业务流程，提供财务管理建议与方案，确保业务工作的顺利开展；
负责业务部门的财务分析，并协助建立分析体系，为业务部门提供管理与决策；
组织业务部门进行年度预算编制，并进行日常考核跟踪和预算管理；
其他相关工作。"
31112-腾讯视频web前端开发工程师(北京),负责腾讯视频游戏中心、游戏运营平台的前端开发、前端架构设计以及整体性能调优。
PCG19-腾讯视频数据平台后台开发,"建设腾讯视频数据运营系统平台，提升腾讯视频数据运营质量和效率；
负责腾讯视频数据运营系统WEB后台架构及开发工作，对代码研发质量和系统性能负责；"
20052-搜索生态合作产品经理,"1、垂类行业分析：快速熟悉合作产品所处的垂直行业，深入理解和判断行业市场趋势
2、建立重点垂类行业联系：和合作产品建立高频有效的行业联系，了解合作团队方向和运作模式，寻找撬动合作方的机会点
3、生态内资源整合和赋能：围绕合作方的诉求，整合内外部可控的资源，探索搭建新的产品和能力，满足用户需求的同时赋能合作方
4、制定生态合作的运营机制：通过整合和开放运营工具和能力，帮助合作团队在搜索阵地设计运营方案及实施
5、搜索垂类产品协同：利用整合的资源和能力，推动垂类差异化搜索体验的落地
"
28604-微信支付应用产品开发工程师（深圳）,"负责新应用产品的整体需求分析、方案设计、技术实现和运营维护；
负责存款产品的后台架构长期优化，保障金融服务的安全。"
22989-腾讯云中长尾运营leader,"•	整体管理市场运营和市场调研团队，制定团队分工策略，最大化团队效能产出。
1、主导策划、及发起触达不同细分市场客户的市场营销活动。
2、发现并引入能够使市场营销活动触达更广受众的创新数字化技术。
3、通过媒体市场营销活动及SEO为官网导入高质量流量，获得精准客户群体。
4、采用领先理念，优化官网用户体验，提升服务中长尾客户的能力。
5、根据不同类型、行业客户属性，发起跨部门、跨平台项目合作以深度服务垂直行业，建立完善的合作模式。
6、发展及扩展新的市场。
"
22989-腾讯云平台研发组组长,"1、负责腾讯云平台产品的后台框架设计和研发；
2、能独立承担相关业务的系统设计，后台研发工作，确保研发质量和开发效率；
3、负责平台后端架构的持续优化和技术改进，保障系统的稳定和安全运行；
4、能够快速响应并定位解决突发问题。
"
18302-UE4大世界动作手游关卡策划（深圳）,"设计大世界地图，以及生态玩法，与程序和美术沟通，跟进落地内容；
设计BOSS形象，生态以及AI玩法，并且编辑实现落地；
跟进版本实现，保证游戏开发质量；
对游戏及运营状况进行效果分析，并协助制定产品改进策略。"
18302-UE4大世界动作手游战斗策划（深圳）,"负责动作手游战斗设计，尤其是职业方面的设计；
跟进版本实现，保证游戏开发质量；
根据产品的用户反馈不断进行迭代优化。"
18302-国际IP新手游数值策划（深圳）,"对战斗模块的数值设计有整体的把控能力；
需求较强的规划能力和设计实现能力；需求可以独立维护战斗模块的数值；
跟进版本实现，保证游戏开发质量，跟进产品的后续运营维护；
对游戏及运营状况进行效果分析，并协助制定产品改进策略。"
27193-互娱高级视觉设计师,"隶属于腾讯公司互动娱乐业务系统创意设计部（TGideas本部），负责游戏、动漫、影业等泛娱乐产品营销创意视觉表现（平面、H5、网站等）以及其运营相关视觉设计工作；
负责客户端、移动端产品的界面及活动运营页面设计； 
参与产品前期需求分析，梳理逻辑与结构；
为项目提供设计方案，并推动方案的落地实施,负责视觉实现质量的检查,关注用户反馈与沟通，根据分析结果持续优化设计；
参与产品设计流程和规范的制定；参与分享设计经验、共同提高团队的设计能力。"
33370-车联网数据分析工程师,"1. 负责车联网语音助手后台技术研发
2. 负责车联网产品的数据分析与数据挖掘"
30629-腾讯广告市场高级洞察研究经理（深圳）,"作为洞察与调研分析的项目负责人，独立开展各项腾讯广告内外部洞察与调研项目，包括：
1）行业研究：与行业市场、销售策划团队一起，研究各行业的广告主需求、用户行为，支撑优化腾讯广告的行业解决方案；
2）流量/产品研究：针对各流量商业化产品，开展调研项目，支撑产品优化和策略输出，如综艺/大剧IP价值评估，闪频联投等广告新形态研究，招商资源客户需求研究，内容生态研究等；
3）竞品研究：搭建竞品研究体系，开展专项研究项目，包括针对竞品的产品图谱研究，行业峰会/内容专题研究等；
4）输出对外发声的专业洞察报告，支持TMI腾讯营销洞察的品牌塑造。该岗位需要与市场经理们合作，挖掘好的选题，结合内部数据和营销能力，产出专业的洞察报告，与公关经理一起合作发布相关报告；
"
15851-Multiplayer Server Programmer（Shenzhen/Los Angeles),"Develop and support of reliable and high performance online services, help integrate them into company’s products.
Work closely with Design to improve upon or create new multiplayer services.
Improve low level network systems to give players a great game experience.
Manage deployment of new servers and monitor operations after launch.
Additional responsibilities may be assigned as needed."
22989-腾讯云大学产品运营经理（深圳）,"- 负责腾讯云大学用户增长及留存等相关工作，并通过数据分析，不断优化产品细节，提升转化与留存效果
- 围绕产品目标制定运营策略及营销方案，并保障高效实施
- 负责合作对接，深度挖掘客户需求，寻求更多合作伙伴共同建设良好的技术向线上培训生态"
32032-视频设计师（上海）,"负责品牌视觉建设、视频规范整合、视频资源管理、拍摄设备维护等；
视频策划：视频类镜头相关策划并形成标准分镜头脚本；
视频拍摄：负责构思拍摄提纲、产生创意、调试拍摄等；
视频制作：负责影像等素材的制作、搜集及整理，把控采编的视频、影像质量，与音效团队合作完成视频音效；
后期特效：负责视频剪辑、后期特效制作。
"
21557-音视频SDK高级开发工程师,"负责研发下一代音视频技术的底层框架;
"
22851-腾讯视频纪录片频道内容运营（北京）,"1负责纪录片项目的内容运营，为不同的项目定制化整体运营方案，并产出相应的策划创意；
2需要充分了解用户心理，了解内容，并最大限度的去挖掘腾讯内部各个渠道，实现效果最大化的推广方式；
3负责沟通项目相关各方，包括但不限于节目制品方、平台相关的其他部门等，促成项目推广的达成。"
HY3-互娱业务流程管理经理（深圳）,"承接业务策略，进行流程管理的体系化建设，提升事业群各业务的效率和效能；
负责完善事业群业务流程体系，协助各业务单元梳理业务流程，解决业务问题，提升业务运作效率； 
负责推进流程落地与实施，管理和优化流程各关键环节，为决策层和管理层提供决策支持和管理支撑。"
HY3-游戏内容版权商业分析师（深圳）,"负责结合行业发展及公司策略，拟定游戏内容版权相关业务策略并推动策略落地的工作；
负责持续关注游戏内容版权行业现状及发展趋势，为游戏内容版权业务决策提供分析支持的工作；
负责定期扫描外界行业动态，根据业务需求，输出分析报告；
负责其他游戏内容相关日常工作。"
HY3-游戏内容版权项目管理（深圳）,"负责中心重点项目的项目管理工作，合理制定项目计划，有序推进及管理项目进度，确保项目达到目标；
负责中心各项目资源的协调与组织，确保项目各干系人协同工作；
负责制定并推广项目流程规范，组织项目例会，确保中心业务有序推进；
参与搭建游戏内容版权管理系统，负责整理维权、授权及商业化模块需求，与管理系统研发团队沟通，参与研发计划制定，并跟踪研发进度。
"
HY3-游戏内容版权商务经理（深圳）,"负责腾讯游戏内容授权的合作伙伴以及客户开拓、管理以及谈判工作；
梳理业务需求和优先级，整合部门内外资源，推动授权生态建设优化、行业应用和商业化能力沉淀；
负责重点授权客户、授权产品商业化方案的跟进管理和运营，联合各相关合作方梳理链路，整合资源，推进项目进度，促成项目目标实现；
理解客户的商业模式并配合客户制定合理的营销目标和考核方法。通过实现营销目标获得客户预算的优势份额；
有效拓展和管理行业合作伙伴，形成良性的生态闭环；不断探求多赢的合作模式，帮助合作伙伴更加健康地发展。
"
HY3-游戏内容版权客户合作经理（深圳）,"负责腾讯游戏内容授权的合作伙伴以及客户关系维护、管理以及谈判工作；
了解授权IP的使用情况，确保授权IP的使用率；
负责公司内部授权合作部门的关系维护、洽谈和管理工作，并持续挖掘新的业务合作机会；
市场活动执行，代表腾讯游戏内容版权方，跟授权客户及内部PCG、项目组及内部公关、文案等团队沟通合作，确定市场合作方案及各项活动细节，并落地执行。
"
21309-腾讯教育子公司—企鹅辅导社群销售/课程顾问（深圳）,"负责微信群的运营，实现用户在课程商品的付费转化；
负责和老师对接K12教学课程产品的授课环节的设计及优化；
负责课程招生的方案、活动流程的制定与执行；
负责在线课程直播并完成课程付费转化，对团队转化付费结果目标负责。"
29569-系统测试,"1. 参与互联网软件产品测试的全流程，包括参与需求分析、设计评审，制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析等； 
2. 保证被测系统的质量，并通过测试流程和方法创新，努力提升研发的质量和效率；
"
21309-教育子公司--运营设计师（深圳）,"负责在线教育类产品的运营设计；
包括线上活动H5页面、Banner、闪屏、素材等，以及线下周边：教材、教具、礼品等；
根据运营需求，主导项目的设计定位，主导设定视觉风格，完善设计细节；
跟进开发还原，保证结果产出与设计稿一致。"
15614-SLG手游运营负责人,"负责手游的整体运营规划和工作，拆分运营目标并制定对应的运营策略，对产品品质及运营目标负责；
 把控游戏的整体筹备、上线及稳定期运营节奏，推动运营计划的实施并定期汇报运营状况；
 负责产品体验，提出产品优化建议，推动提升游戏产品品质；
 负责渠道/市场运营，根据项目运营节点，策划拉新、留存、回流运营方案，并根据产品线上反馈及数据提炼进行运营方案调整，以及运营效果评估。"
17759-腾讯视频策略/BI组长-短视频业务方向（北京）,"重点负责腾讯视频短视频业务相关策略分析和数据洞察, 挖掘海量数据，基于增长模型促进短小视频用户增长, 定期输出专项分析报告, 包括不限于: 用户增长, 品类分析, 商业变现等核心; 结合数据洞察为生态/品类运营, 核心场景产品,推荐和商业化优化提出优化建议；
与业务团队密切配合，结合战略场景和业务场景实际需求，开展相关专项数据挖掘分析，从数据角度识别和解决业务痛点问题；
基于业务需求，对数据产品的设计和建模提供关键输出，助力完善、科学的数据分析体系的搭建和优化；
基于业务理解，通过数据分析和运营模型优化，定期输出数据驱动的短视频业务相关策略，确保平台各项目标的达成；
承担平台短视频相关综合分析管理相关工作，包括商业计划、KPI目标制定与拆解等。"
33851-高级海外游戏运营规划工程师（深圳）,"负责腾讯游戏海外技术运营规划的工作,协调并推动技术团队保障服务处于高可用的水平；
理解海外游戏上云对计算、存储、网络、CDN等需求，基于云的产品及架构，输入满足业务需求的服务解决方案；
组织解决业务上线过程及长期运营中，遇到的技术问题，发现运营风险及技术难点，优化业务流程，优化游戏架构，提升运维工作效率和服务质量；
与项目组建立良好的合作沟通与信任关系，对业务存在的风险问题进行定期反馈和改善跟进，保障业务稳定运行。"
33851-高级游戏项目经理（上海）,"辅助合作研发各方面负责人进行整包项目筛选和启动，参与整包项目的全流程，沉淀经验，规范流程，优化合作研发生产效率；
辅助整包负责人建立整包项目标准流程，辅助战略分析经理建立和维护合作厂商数据库；
辅助执行制作人监管指定整包项目，参与项目计划的制订，跟踪和维护，确保项目进度可控； 
作为整包团队与公司内部各职能部门沟通的接口，确保与整包项目相关的信息沟通顺畅；
跟踪各整包项目，根据项目阶段梳理信息优先级，及时并准确同步给整包团队负责人，确保各整包项目信息顺畅，资源分配合理，有规划；
编写、整理项目所涉及阶段汇报及项目验收报告等文档，对项目所涉及的技术方案、规划设计方案、交付方案、合同相关条款等关键点进行总结，文档化，达到促进信息共享，提高组织效率的目的。
"
22989-物联网移动端开发工程师,"1. 负责iOS/Android下AIOT移动端APP SDK开发；
2. 负责对接客户APP开发的接口需求。"
24012-游戏特效设计师(深圳) ,"负责手游项目的UI动效、场景气氛特效、角色技能特效等制作； 
负责根据项目需求，配合其他岗位同事完善游戏最终表现效果，提升游戏表现；
负责对接管理CP,对外包资源审核修改及外包团队的培养，有能力把控整体游戏特效节奏和风格。"
30933-创新竞技类项目-资深战斗/关卡策划,"负责创新玩法设计，并进行整条管线的管理；
作为新玩法负责人推动、协调整个特性组的工作；
搭建核心战斗白模，进行简单的脚本配置、达成玩法设计目标，并通过数据/反馈进行玩法调整。
"
30933-AOV-文案策划,"MOBA世界架构、阵营设定、英雄概念等模块的规划与设计；
主轴故事、英雄小说、动画脚本等模块的文学创作；
IP建设中内容归纳整合、主题提炼拓展与长短线规划的设计与跟进；
IP架构各模块的文学支持与创意提供。
"
34975-海外广告创意-休闲游戏方向,"负责自研休闲游戏在海外市场不同渠道平台的广告投放素材管理，制定素材产出方向及排期，跟进并验收素材制作，保证素材产出；
实时监控素材表现，定期输出相关数据分析报告，并制定相应的素材优化方案；
持续收集和总结同品类产品的素材表现，把握市场动向，提升内部素材创意能力，帮助业务沉淀素材投放经验。
"
34975-海外游戏运营-广告变现方向,"负责自研休闲游戏海外广告变现策略的制定，包括广告位设计、变现投放、效果优化等各方面，为最终商业化表现负责;
全程跟进并把控变现方案执行效果，产出各类数据分析报告，有效定位问题并提出解决方案，向项目组输出高价值调优建议;
持续关注业内广告变现优秀实践，不断提升内部业务表现.
"
15579-移动游戏客户端开发工程师（深圳）,"负责精品手游客户端的开发、维护；
负责精品手游客户端的性能优化；
负责新技术预研、框架搭建。"
15570-游戏后台Golang开发工程师,"负责MMORPG游戏服务器架构设计以及性能优化； 
负责MMORPG游戏服务器业务系统设计开发以及日常运营开发工作。"
TEG12-高级运维工程师,"负责腾讯数据中心自动化运营内部和2B项目的运维保障、业务监控、持续交付、应急响应、部署规划等；
发现及解决系统故障、性能瓶颈和疑难问题，并推动产品进行优化；
负责运维支撑平台的规划和建设工作；
负责各系统公共组件（mysql、mongodb、redis、k8s）服务的规划及运维工作；"
15570-游戏3D场景美术（深圳）,负责3D场景地图关卡编辑制作，3D模型贴图制作。配合策划一同参与项目场景关卡设计与探索，管理游戏关卡中所有场景资源的工作和发包审核； 配合程序开发适用于游戏场景的新功能的美术需求；能独立制作出效果出色的3D大型地图。负责最终输出到版本里的品质把控，性能优化以及跟进。
24012-游戏场景原画设计师（深圳）,"负责游戏中的场景美术设计，场景美术风格制定，优化场景细节；
负责与美术其他岗位、程序配合，完善游戏最终表现效果； 
负责对接管理CP，提供明确需求到对应CP并且把控好输出品质。"
15571-手游2D写实风格原画设计,"负责游戏内容的视觉元素设计，包括角色等；
根据游戏性白盒截图设计合理的符合场景制作效果的氛围图，绘制宣传海报、loading图；
理解简单的机械原理，合理的设计机械、载具、枪械等工业类产品；
积累和共享设计经验，梳理制作和设计思路并输出相关文档。"
30629-腾讯广告创意管理经理（深圳）,"负责内容平台的交互体验设计，包含不同内容平台的小程序、案例视频等的交互体验设计；
与整个数字内容与洞察团队紧密配合，通过用户研究和数据分析，制定产品信息架构、界面布局、功能引导、操作流程等优化方案，提升产品的易用性和交互性；
关注行业发展，对业务和行业敏感，作为产品&交互设计经理，能挖掘全面的核心用户（B端）特征及产品需求，分析各产品/平台的业务逻辑，通过自己的洞见与观察，开展有策略、有创意、有沉淀的交互体验设计。
注重用户反馈，产品数据，设计行业趋势与发展，热衷于产品体验的创新研究和设计发展的应用与扩展，进行业界前沿探索，带来有价值的创新；
推动产品不同阶段的用户研究及可用性测试，关注产品的用户体验反馈与数据分析。"
32703-商业分析师（深圳总部）,"参与腾讯社交和内容社区产品的商业分析工作，基于研究分析提出可落地战略方案，并推动项目落地；
重点负责社交、内容资讯等行业的行业动态扫描以及国内外创新产品的挖掘，并输出周期性监测报告。"
28937-游戏运营开发高级工程师（Game Client-side DevOps Engineer）,"负责搭建和维护游戏项目的构建环境及流程；
负责开发构建工具优化构建效率；
负责升级和维护 Unity／UE4 引擎版本。
Responsible for establishing and maintaining the build environment and process of game projects;
Responsible for developing tools to improve build efficiency of builds;
Responsible for upgrading and maintaing of Unity / UE4 engine versions."
33326-高级法律顾问（数据隐私保护）,"1、负责处理金融、游戏、即时通讯产品及业务的数据隐私法律合规问题。
2、参与数据中台建设，通过合规流程和手段保护数据及个人信息。
3、参与跨境项目与产品设计，根据相关法律法规要求设计交易结构。
4、参与相关立法，及时提示新型法律风险并设计应对方案。
5、汇总整理法律、法规要求，结合业务实际情况，制定相应公司制度避免合规风险爆发。"
TEG02-光模块测试工程师（深圳）,"有源光模块的测试；
有源光模块的失效分析；
 重要样品测试和评估；
产品测试数据的管理和统计分析。"
27931-小游戏产品运营（深圳）,"与小游戏研发团队建立沟通机制，梳理与研发团队配合的关键节点与注意事项；
整合数据分析、平台对接、渠道推广、内容运营等团队相关信息，输出产品优化建议，并跟进研发团队优化进度；
收集整理各小游戏研发团队项目进展、版本动态及相关问题，及时向上同步相关信息，协助研发团队解决问题
梳理研究公司内外部头部小游戏案例，输出研究成果，帮助研发团队了解行业动态
"
15616-手游高级后台开发工程师（上海）,"基于Linux平台进行大型多人在线游戏服务器的开发；
负责游戏后台分布式系统中的设计，实现及调优工作；
负责C++游戏服务端架构设计、逻辑开发、优化等工作；
负责游戏版本发布、线上问题定位处理；
负责运营支撑工具开发。"
GY0-Business Development Manager/Specialist (Cloud Solutions),"-	Utilize networking and prospecting skills to generate leads and identify strategic solution based sales opportunities 
-	Achieve/exceed sales goals, sustain revenue growth and provide recommendations to enhance account growth and revenue potential.
-	Preparation and execution of strategic account plans, status reports, sales and revenue forecasting and quota attainment
-	Be an expert on Tencent’s cloud offerings, working to understand customers need and providing service solutions
-	Work with Partners to extend reach and drive adoption
-	Manage sales life-cycle for all accounts
"
26832-校招专员(子公司) ,"1、对拟录用校招人员进行签约材料信息核对，签约材料发放，完成录用通知
2、与相关方共同进行签约流程、签约材料优化，提高招聘活动效率
3、校招QA的梳理和对接，数据整理分析、及其他校招相关工作事务"
TEG06-Linux C/C++后台开发工程师（深圳）,"负责安全产品后台的架构设计、核心代码编写；
负责对现行系统的性能优化及数据库优化；
负责相关技术文档编写，跨团队交流协作。"
29912-内容运营（深圳）,"运营微视三农内容、电商商品、供应链等；
拓展三农优质企业、优质产品、优质达人等。
拓展涉及三农内容和电商的政府部门并进行合作。

"
32032-资深游戏动画师（北京）,"创建高质量的GamePlay动画，并进行迭代和优化；
与玩法程序员、TA紧密合作，创建核心游戏机制、提升沉浸感；
推动动画管线的建立和改进；
协助GamePlay动画整体结构的设计；
管理动画外包，提供清晰、明确的反馈文档。
"
25927-项目管理经理,"负责部门重点项目（开发及测试类产品）的项目管理工作，合理规划并制定项目计划，有序推进及管理项目进度，确保项目达到目标；与项目团队各干系人高效沟通，确保相关团队协同工作，与产品、技术、交付等相关团队对接项目需求，协调内外部资源并推动需求落地；及时发现并跟踪解决项目问题，有效管理项目风险，定期组织相关团队总结和梳理项目进展和问题，负责项目的持续优化。
拓展、维护和管理部门的渠道合作业务，梳理合作伙伴市场策略，为合作伙伴提供指导和支持，有效推进合作并达到合作目标；对合伙伙伴客户进行分层管理，识别重要客户及重要需求，协调合作伙伴与内部团队之间有效沟通；定期调研市场情况，协助产品线进行持续优化。
"
WXG10-企业微信基础功能产品策划经理（会议/直播）（深圳）,"1）负责企业微信内会议、直播产品相关的策划工作，承担会议、直播等产品功能的探索、设计和功能方案落地；
2）能够深入了解并分析企业内外部对会议和直播的使用场景和诉求，能够抓住核心要点，并探索出和企业微信其他模块结合的亮点，输出整体的解决方案，。
3）对用户反馈和行为进行持续跟进和分析，通过数据分析和用户反馈，制定优化策略。"
